Crop,Year,Production,State,Cost_A2_FL,Cost_C2,Cost_Prod_C2,Yield,Variety,Season_Duration,Recommended_Zone,Index
Ragi,2010,85.2,,0.0,0.0,0.0,0.0,,,,0.0
Small Millets,2010,82.0,,0.0,0.0,0.0,0.0,,,,0.0
Barley,2010,110.3,,0.0,0.0,0.0,0.0,BH-902,130,"Punjab, Haryana, Western Uttar Pradesh (Excluding Jhansi Division), Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions of Uttarakhand & Jammu and Kathua District of J & K under timely sown irrigated conditions.",0.0
Barley,2010,110.3,,0.0,0.0,0.0,0.0,DWRB 73,,"Punjab, Haryana, Western Uttar Pradesh, Delhi and Rajasthan (except Kota and Udaipur region) under irrigated late sown condition.",0.0
Barley,2010,110.3,,0.0,0.0,0.0,0.0,Pusa Losar  (BH- 380),190,"Himachal Pradesh, Uttarakhand, Jammu & Kashmir and North Eastern States under timely sown rainfed conditions.",0.0
Coarse Cereals,2010,178.4,,0.0,0.0,0.0,0.0,,,,122.0
Cereals,2010,183.1,,0.0,0.0,0.0,0.0,,,,0.0
Gram,2010,182.5,Rajasthan,8552.69,12610.85,1691.66,6.83,,,,0.0
Gram,2010,182.5,Madhya Pradesh,9803.89,16873.17,1551.94,10.29,,,,0.0
Gram,2010,182.5,Uttar Pradesh,12833.04,21618.43,1882.68,10.93,,,,0.0
Gram,2010,182.5,Maharashtra,12985.95,18679.33,2277.68,8.05,,,,0.0
Gram,2010,182.5,Andhra Pradesh,14421.98,26762.09,1559.04,16.69,,,,0.0
Arhar,2010,119.9,Uttar Pradesh,9794.05,23076.74,1941.55,9.83,,,,0.0
Arhar,2010,119.9,Karnataka,10593.15,16528.68,2172.46,7.47,,,,0.0
Arhar,2010,119.9,Gujarat,13468.82,19551.9,1898.3,9.59,,,,0.0
Arhar,2010,119.9,Andhra Pradesh,17051.66,24171.65,3670.54,6.42,,,,0.0
Arhar,2010,119.9,Maharashtra,17130.55,25270.26,2775.8,8.72,,,,0.0
Other Pulses,2010,179.5,,0.0,0.0,0.0,0.0,,,,0.0
Total Pulses,2010,167.4,,0.0,0.0,0.0,0.0,,,,0.0
Total Non-Food Grains,2010,168.4,,0.0,0.0,0.0,0.0,,,,0.0
Total Oilseeds,2010,169.0,,0.0,0.0,0.0,0.0,,,,0.0
Groundnut,2010,195.7,Karnataka,13647.1,17314.2,3484.01,4.71,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",0.0
Groundnut,2010,195.7,Karnataka,13647.1,17314.2,3484.01,4.71,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,0.0
Groundnut,2010,195.7,Karnataka,13647.1,17314.2,3484.01,4.71,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,0.0
Groundnut,2010,195.7,Andhra Pradesh,21229.01,30434.61,2554.91,11.97,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",0.0
Groundnut,2010,195.7,Andhra Pradesh,21229.01,30434.61,2554.91,11.97,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,0.0
Groundnut,2010,195.7,Andhra Pradesh,21229.01,30434.61,2554.91,11.97,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,0.0
Groundnut,2010,195.7,Tamil Nadu,22507.86,30393.66,2358.0,11.98,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",0.0
Groundnut,2010,195.7,Tamil Nadu,22507.86,30393.66,2358.0,11.98,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,0.0
Groundnut,2010,195.7,Tamil Nadu,22507.86,30393.66,2358.0,11.98,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,0.0
Groundnut,2010,195.7,Gujarat,22951.28,30114.45,1918.92,13.45,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",0.0
Groundnut,2010,195.7,Gujarat,22951.28,30114.45,1918.92,13.45,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,0.0
Groundnut,2010,195.7,Gujarat,22951.28,30114.45,1918.92,13.45,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,0.0
Groundnut,2010,195.7,Maharashtra,26078.66,32683.46,3207.35,9.33,Girnar - 3 (PBS 12160),108,"West Bengal, Orissa and Manipur under Kharif rainfed condition.",0.0
Groundnut,2010,195.7,Maharashtra,26078.66,32683.46,3207.35,9.33,Kadiri Harithandhra (K 1319),122,Karnataka and Maharashtra under timely sown irrigated condition in Rabi and Summer season.,0.0
Groundnut,2010,195.7,Maharashtra,26078.66,32683.46,3207.35,9.33,GPBD 5,105-110,Jharkhand and Manipur in Kharif Season.,0.0
Sesamum,2010,137.9,,0.0,0.0,0.0,0.0,,,,0.0
Rapeseed &Mustard,2010,152.5,,0.0,0.0,0.0,0.0,,,,0.0
Linseed,2010,48.8,,0.0,0.0,0.0,0.0,JLS-67 (Shival),114,"Bundelkhand part of Uttar Pradesh, Madhya Pradesh and Rajasthan under rainfed condition.",0.0
Linseed,2010,48.8,,0.0,0.0,0.0,0.0,Ruchi (LCK 5021),134,"Uttar Pradesh (except Bundelkhand), Bihar, Assam, West Bengal and Jharkhand under timely sown irrigated condition.",0.0
Linseed,2010,48.8,,0.0,0.0,0.0,0.0,JLS-73 (SLS-73),,"Madhya Pradesh, Rajasthan and Bundelkhand of Uttar Pradesh, north east and Central Maharashtra and North east part of Gujarat in Rabi season under irrigated condition.",0.0
Castor Seed,2010,220.9,,0.0,0.0,0.0,0.0,,,,0.0
Safflower,2010,42.1,,0.0,0.0,0.0,0.0,,,,0.0
Niger Seed,2010,58.0,,0.0,0.0,0.0,0.0,,,,0.0
Sunflower,2010,85.6,,0.0,0.0,0.0,0.0,,,,0.0
Soyabean,2010,364.4,,0.0,0.0,0.0,0.0,,,,0.0
Nine Oilseeds,2010,196.7,,0.0,0.0,0.0,0.0,,,,0.0
Coconut,2010,97.7,,0.0,0.0,0.0,0.0,,,,0.0
Cotton Seed,2010,271.3,,0.0,0.0,0.0,0.0,,,,0.0
Total Fibers,2010,239.3,,0.0,0.0,0.0,0.0,,,,0.0
Cotton(Lint),2010,310.8,,0.0,0.0,0.0,0.0,,,,0.0
Jute,2010,213.8,,0.0,0.0,0.0,0.0,SUDHANGSU (JBO-1),,"West Bengal, Assam, Bihar and Orissa.",0.0
Jute,2010,213.8,,0.0,0.0,0.0,0.0,ARPITA  (JBC-5),-,West Bengal and Assam under rainfed agro system.,0.0
Mesta,2010,52.2,,0.0,0.0,0.0,0.0,SNEHA  (JRM-3),-,Traditional Mesta Growing belt of the Country under rainfed conditions.,0.0
Mesta,2010,52.2,,0.0,0.0,0.0,0.0,SHRESTHA (JRM-5),-,"Andhra Pradesh, Orissa, Assam, Maharashtra, Bihar and West Bengal under rainfed conditions.",0.0
Jute & Mesta,2010,189.1,,0.0,0.0,0.0,0.0,,,,0.0
Sannhamp,2010,109.9,,0.0,0.0,0.0,0.0,,,,0.0
Tea,2010,132.0,,0.0,0.0,0.0,0.0,,,,0.0
Coffee,2010,161.1,,0.0,0.0,0.0,0.0,,,,0.0
Rubber,2010,210.1,,0.0,0.0,0.0,0.0,,,,0.0
Total Spices,2010,1790.6,,0.0,0.0,0.0,0.0,,,,0.0
Black Pepper,2010,101.1,,0.0,0.0,0.0,0.0,,,,0.0
Dry Chilies,2010,160.9,,0.0,0.0,0.0,0.0,,,,0.0
Dry Ginger,2010,368.1,,0.0,0.0,0.0,0.0,,,,0.0
Turmeric,2010,200.2,,0.0,0.0,0.0,0.0,,,,0.0
Arecanut,2010,184.3,,0.0,0.0,0.0,0.0,,,,0.0
Cardamom,2010,162.2,,0.0,0.0,0.0,0.0,,,,0.0
Coriander,2010,261.3,,0.0,0.0,0.0,0.0,,,,0.0
Garlic,2010,308.2,,0.0,0.0,0.0,0.0,,,,0.0
Total Fruits & Vegetables,2010,274.5,,0.0,0.0,0.0,0.0,,,,0.0
Potato,2010,259.1,,0.0,0.0,0.0,0.0,,,,0.0
Tapioca,2010,140.3,,0.0,0.0,0.0,0.0,,,,0.0
Sweet Potato,2010,88.1,,0.0,0.0,0.0,0.0,,,,0.0
Onion,2010,409.1,,0.0,0.0,0.0,0.0,,,,0.0
Banana,2010,339.4,,0.0,0.0,0.0,0.0,,,,0.0
Sugarcane,2010,144.3,Uttar Pradesh,24538.32,45239.51,93.64,448.89,Karan 6 (Co 0239),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Uttar Pradesh,24538.32,45239.51,93.64,448.89,Karan 5 (Co 0124),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Uttar Pradesh,24538.32,45239.51,93.64,448.89,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",109.0
Sugarcane,2010,144.3,Karnataka,55655.44,86765.77,86.53,986.21,Karan 6 (Co 0239),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Karnataka,55655.44,86765.77,86.53,986.21,Karan 5 (Co 0124),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Karnataka,55655.44,86765.77,86.53,986.21,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",109.0
Sugarcane,2010,144.3,Andhra Pradesh,56621.16,91442.63,119.72,757.92,Karan 6 (Co 0239),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Andhra Pradesh,56621.16,91442.63,119.72,757.92,Karan 5 (Co 0124),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Andhra Pradesh,56621.16,91442.63,119.72,757.92,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",109.0
Sugarcane,2010,144.3,Maharashtra,57673.6,85801.95,107.56,744.01,Karan 6 (Co 0239),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Maharashtra,57673.6,85801.95,107.56,744.01,Karan 5 (Co 0124),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Maharashtra,57673.6,85801.95,107.56,744.01,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",109.0
Sugarcane,2010,144.3,Tamil Nadu,66335.06,89025.27,85.79,1015.45,Karan 6 (Co 0239),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Tamil Nadu,66335.06,89025.27,85.79,1015.45,Karan 5 (Co 0124),,"Punjab, Haryana, Rajasthan, Uttarakhand, Central and Western Uttar Pradesh.",109.0
Sugarcane,2010,144.3,Tamil Nadu,66335.06,89025.27,85.79,1015.45,Co-0218,360,"Tamil Nadu, Karnataka, Maharashtra, Kerala, Interior Andhra Pradesh.",109.0
Tobacco,2010,140.9,,0.0,0.0,0.0,0.0,,,,0.0
Total Foodgrains,2006,128.5,,0.0,0.0,0.0,0.0,,,,0.0
Rice,2006,168.5,,0.0,0.0,0.0,0.0,,,,99.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,MPO(JW)  1215 (MPO 1215),120,"Madhya Pradesh, Chhattisgarh, Gujarat and Rajasthan (Kota and Udaipur Division only) under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,MACS 6222,108,"Maharashtra, Karnataka, Andhra Pradesh and Tamil Nadu under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,PDW 314,169,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions of Uttarakhand, Paonta Valley & Una District of Himachal Pradesh under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,DBW39,123,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal, Assam and Orissa under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,VL Gehun 907 (VL 907),167 irrigated   & 180 rainfed,"Himachal Pradesh,  Jammu & Kashmir, Uttarakhand and Sikkim under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,Pusa Suketi  HS 507,,"Himachal Pradesh, Uttarakhand, Jammu and Kashmir and the North Eastern state under timely sown rainfed condition in lower and mid hills.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,Pusa Prachi (HI 1563),,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal (except Hills), Orissa, Assam and the place of North Eastern states in late sown condition.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,WHD 943,,"Punjab, Haryana, Delhi, Rajasthan (except Kota and Udaipur divisions), West Uttar Pradesh (except Jhansi Divisions) Jammu and Kathua districts of Jammu and Kashmir, Paonta valley and Una district of Himachal Pradesh, and tarai region of Uttarakhand.",112.0
Wheat,2006,115.0,Madhya Pradesh,12464.4,22489.75,810.25,23.59,Netravati  (NIAW 1415),,"Maharshtra, and Karnataka under rainfed condition and restricted irrigated condition.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,MPO(JW)  1215 (MPO 1215),120,"Madhya Pradesh, Chhattisgarh, Gujarat and Rajasthan (Kota and Udaipur Division only) under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,MACS 6222,108,"Maharashtra, Karnataka, Andhra Pradesh and Tamil Nadu under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,PDW 314,169,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions of Uttarakhand, Paonta Valley & Una District of Himachal Pradesh under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,DBW39,123,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal, Assam and Orissa under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,VL Gehun 907 (VL 907),167 irrigated   & 180 rainfed,"Himachal Pradesh,  Jammu & Kashmir, Uttarakhand and Sikkim under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,Pusa Suketi  HS 507,,"Himachal Pradesh, Uttarakhand, Jammu and Kashmir and the North Eastern state under timely sown rainfed condition in lower and mid hills.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,Pusa Prachi (HI 1563),,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal (except Hills), Orissa, Assam and the place of North Eastern states in late sown condition.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,WHD 943,,"Punjab, Haryana, Delhi, Rajasthan (except Kota and Udaipur divisions), West Uttar Pradesh (except Jhansi Divisions) Jammu and Kathua districts of Jammu and Kashmir, Paonta valley and Una district of Himachal Pradesh, and tarai region of Uttarakhand.",112.0
Wheat,2006,115.0,Punjab,17945.58,35423.48,804.8,39.83,Netravati  (NIAW 1415),,"Maharshtra, and Karnataka under rainfed condition and restricted irrigated condition.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,MPO(JW)  1215 (MPO 1215),120,"Madhya Pradesh, Chhattisgarh, Gujarat and Rajasthan (Kota and Udaipur Division only) under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,MACS 6222,108,"Maharashtra, Karnataka, Andhra Pradesh and Tamil Nadu under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,PDW 314,169,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions of Uttarakhand, Paonta Valley & Una District of Himachal Pradesh under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,DBW39,123,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal, Assam and Orissa under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,VL Gehun 907 (VL 907),167 irrigated   & 180 rainfed,"Himachal Pradesh,  Jammu & Kashmir, Uttarakhand and Sikkim under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,Pusa Suketi  HS 507,,"Himachal Pradesh, Uttarakhand, Jammu and Kashmir and the North Eastern state under timely sown rainfed condition in lower and mid hills.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,Pusa Prachi (HI 1563),,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal (except Hills), Orissa, Assam and the place of North Eastern states in late sown condition.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,WHD 943,,"Punjab, Haryana, Delhi, Rajasthan (except Kota and Udaipur divisions), West Uttar Pradesh (except Jhansi Divisions) Jammu and Kathua districts of Jammu and Kashmir, Paonta valley and Una district of Himachal Pradesh, and tarai region of Uttarakhand.",112.0
Wheat,2006,115.0,Uttar Pradesh,18979.38,31902.74,769.84,34.99,Netravati  (NIAW 1415),,"Maharshtra, and Karnataka under rainfed condition and restricted irrigated condition.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,MPO(JW)  1215 (MPO 1215),120,"Madhya Pradesh, Chhattisgarh, Gujarat and Rajasthan (Kota and Udaipur Division only) under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,MACS 6222,108,"Maharashtra, Karnataka, Andhra Pradesh and Tamil Nadu under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,PDW 314,169,"Punjab, Haryana, Western Uttar Pradesh, Delhi, Rajasthan (Excluding Kota & Udaipur Divisions), Tarai Regions of Uttarakhand, Paonta Valley & Una District of Himachal Pradesh under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,DBW39,123,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal, Assam and Orissa under timely sown irrigated condition.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,VL Gehun 907 (VL 907),167 irrigated   & 180 rainfed,"Himachal Pradesh,  Jammu & Kashmir, Uttarakhand and Sikkim under timely sown irrigated conditions.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,Pusa Suketi  HS 507,,"Himachal Pradesh, Uttarakhand, Jammu and Kashmir and the North Eastern state under timely sown rainfed condition in lower and mid hills.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,Pusa Prachi (HI 1563),,"Eastern Uttar Pradesh, Bihar, Jharkhand, West Bengal (except Hills), Orissa, Assam and the place of North Eastern states in late sown condition.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,WHD 943,,"Punjab, Haryana, Delhi, Rajasthan (except Kota and Udaipur divisions), West Uttar Pradesh (except Jhansi Divisions) Jammu and Kathua districts of Jammu and Kashmir, Paonta valley and Una district of Himachal Pradesh, and tarai region of Uttarakhand.",112.0
Wheat,2006,115.0,Rajasthan,19119.08,29876.36,683.58,37.19,Netravati  (NIAW 1415),,"Maharshtra, and Karnataka under rainfed condition and restricted irrigated condition.",112.0
Jowar,2006,120.7,,0.0,0.0,0.0,0.0,,,,0.0
Bajra,2006,94.5,,0.0,0.0,0.0,0.0,,,,0.0
Maize,2006,156.1,Bihar,13513.92,19857.7,404.43,42.95,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,0.0
Maize,2006,156.1,Bihar,13513.92,19857.7,404.43,42.95,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",0.0
Maize,2006,156.1,Bihar,13513.92,19857.7,404.43,42.95,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",0.0
Maize,2006,156.1,Bihar,13513.92,19857.7,404.43,42.95,DHM 119 (BH 4062),,"Andhra Pradesh, Maharashtra, Tamil Nadu and Karnataka in Kharif season.",0.0
Maize,2006,156.1,Bihar,13513.92,19857.7,404.43,42.95,PMH 4 (JH 31153),,"Punjab, Haryana, Delhi and western Uttar Pradesh under irrigated condition.",0.0
Maize,2006,156.1,Bihar,13513.92,19857.7,404.43,42.95,PMH 5 (JH 3110),,"Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh in Kharif season under both irrigated and rainfed condition.",0.0
Maize,2006,156.1,Karnataka,13792.85,20671.54,581.69,31.1,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,0.0
Maize,2006,156.1,Karnataka,13792.85,20671.54,581.69,31.1,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",0.0
Maize,2006,156.1,Karnataka,13792.85,20671.54,581.69,31.1,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",0.0
Maize,2006,156.1,Karnataka,13792.85,20671.54,581.69,31.1,DHM 119 (BH 4062),,"Andhra Pradesh, Maharashtra, Tamil Nadu and Karnataka in Kharif season.",0.0
Maize,2006,156.1,Karnataka,13792.85,20671.54,581.69,31.1,PMH 4 (JH 31153),,"Punjab, Haryana, Delhi and western Uttar Pradesh under irrigated condition.",0.0
Maize,2006,156.1,Karnataka,13792.85,20671.54,581.69,31.1,PMH 5 (JH 3110),,"Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh in Kharif season under both irrigated and rainfed condition.",0.0
Maize,2006,156.1,Rajasthan,14421.46,19810.29,658.77,23.56,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,0.0
Maize,2006,156.1,Rajasthan,14421.46,19810.29,658.77,23.56,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",0.0
Maize,2006,156.1,Rajasthan,14421.46,19810.29,658.77,23.56,MCH 36 (Hybrid) (DKC 9099),99,"Karnataka, Tamil Nadu and Maharashtra in Kharif season under irrigated and rainfed conditions.",0.0
Maize,2006,156.1,Rajasthan,14421.46,19810.29,658.77,23.56,DHM 119 (BH 4062),,"Andhra Pradesh, Maharashtra, Tamil Nadu and Karnataka in Kharif season.",0.0
Maize,2006,156.1,Rajasthan,14421.46,19810.29,658.77,23.56,PMH 4 (JH 31153),,"Punjab, Haryana, Delhi and western Uttar Pradesh under irrigated condition.",0.0
Maize,2006,156.1,Rajasthan,14421.46,19810.29,658.77,23.56,PMH 5 (JH 3110),,"Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh in Kharif season under both irrigated and rainfed condition.",0.0
Maize,2006,156.1,Uttar Pradesh,15635.43,21045.11,1387.36,13.7,HSC1,80-82,Himachal Pradesh and Uttarakhand under Kharif season.,0.0
Maize,2006,156.1,Uttar Pradesh,15635.43,21045.11,1387.36,13.7,HQPM-4,95,"Punjab, Haryana, Delhi, West and Central UP, Bihar, Jharkhand, Orissa, Eastern UP, Andhra Pradesh, Karnataka, Tamilnadu, Maharashtra, Rajasthan, Madhya Pradesh, Gujarat and Chhattisgarh under Kharif Season.",0.0
